Assembly File,..\14nmFinFET.zam

Runs,2.1.15:thickness,2.1.9:lithography.dimensionalBias.xBias,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle
0,39.377337759550727,0.16846548840783596,4.7869624584167312
1,39.36202918226423,1.5385057643330347,5.6184497308358567
2,44.107483562334529,-3.8126167354620843,3.8929796944178072
3,41.746679190475838,-1.0922857325638184,4.6210234716085079
4,40.497309227574036,-2.2724277980520466,4.3187924046733333
5,36.215600547073812,-2.0439233373180334,6.0752643519381717
6,36.631339277264615,0.77516195563786383,6.2218005128309901
7,38.812603736310223,1.3260442385120772,5.8057480320895483
8,39.340002117263062,2.8262198965034999,3.3954936863498677
9,38.674316533835594,1.6821066736498067,6.5207715513335884
10,38.291788476223516,0.14370085161591439,4.6603726711305784
11,40.017731528933076,2.876742695289888,5.2919202177358606
12,36.558561770367298,-0.61585095892164077,5.1147773775680321
13,40.816670521283235,-0.36007803356665657,5.5196649349625595
14,45.331776096970273,1.6484572814783014,4.6876218684068967
15,36.096227350656036,-1.6115493359148554,5.3561586109097039
16,39.05683630804711,-0.31884721637281982,4.5343048222774387
17,37.028059539524243,3.6091232025697115,4.2615922889846756
18,39.800996726975924,1.5818749329574182,2.71129088042525
19,37.374575665515763,-1.6727459239164693,3.7457613143405544
20,37.833028220744275,-1.1174241616145835,6.1185397162720543
21,39.302061211231511,-0.07586978170195674,5.6080577593665506
22,40.689436089396139,3.8021276900203045,5.2816243269410936
23,37.889783530470169,-3.1810641771595352,4.0440357599230641
24,42.275425089469444,-1.835315147142305,5.6147200961984094
25,41.588436934722985,-2.4984461257155424,5.6069585529474706
26,40.396713901110857,-2.3700220327424999,5.0795489441473496
27,37.957897493362857,-0.8594132991858251,6.907121277049459
28,37.455806017714437,0.28533629096039403,3.7579124820151817
29,36.639908712444516,-0.61469331526019966,4.8163207845370541
30,40.27983904934311,0.199878962567347,4.9481655372537254
31,40.773990487434617,1.6039469298412234,5.7807325715227575
32,39.759240973497398,-1.2700772042507358,4.8211982357796312
33,43.724158518526721,-0.57672391815669044,6.4687272526116901
34,33.00261251601043,-0.12421269136460755,6.0261906821458213
35,38.367811513239793,1.1240724552507533,4.9337516064125575
36,40.903865876998253,-0.46303645424964368,5.1447707833186902
37,42.035412519886513,-1.1393796917564667,5.4465190342265801
38,38.275226962779563,0.92661774527645269,3.026433059289511
39,36.300343036988068,-0.78105799793027386,3.7399579550621218
40,40.467101217526526,-0.7931266517151534,4.1908595163229414
41,36.530977831137974,0.46215900137264476,3.6252379165836981
42,43.926775509877544,0.0087889545236637424,5.5393545569151605
43,38.630619187454286,-3.1137217819329792,4.7595999901520729
44,42.97857728957549,1.5832413167184713,5.6896617089764083
45,39.513609216881811,0.57060970391524901,4.8060463554654138
46,42.744553775598803,1.5089791119155127,5.2862307588168296
47,36.258260575870452,-0.46264836820293453,6.979848755471143
48,39.723585572156971,-2.4324466391164399,5.7780869475235805
49,41.619384958206567,-3.2443711270972564,4.6975183396823317
50,35.854376285524367,0.72620068020379447,3.7224150213221345
51,39.540985284728563,-2.1677066725688898,4.2900508611129986
52,40.605775889551289,-1.2496291159245412,5.4475374038207365
53,42.336221763349755,-1.0573184998444212,4.6974999288366863
54,36.463182701642026,-1.5354101409354475,5.3040086052852295
55,41.439285908911984,2.8315555437645354,5.180579690696387
56,40.13191062852033,-0.37319796049673981,6.1431897888787059
57,38.058281768386422,1.5946312352449459,4.748723567160865
58,45.068011437369712,-0.92598688944249696,4.5405760438531368
59,39.928376716431565,-1.7723153916091254,4.5503512118848883
60,44.313903046259547,-0.31803708619176069,5.2389845000987894
61,39.859544090297916,-0.7916891326672415,4.7520075843011664
62,41.599641169007299,2.8170541437827321,5.5252112867667149
63,37.987220568374504,-2.3329097033621755,6.066586798207017
64,40.833626930109332,0.021884733120033934,4.7716892542457554
65,36.803816471286936,1.4561984762683085,5.3980559810122077
66,40.28692760019436,3.309101163003811,5.3501583495260201
67,42.0062932856749,-0.27480272564830399,3.7722913449376598
68,43.711636224402255,-0.71225482829780629,3.6423185326988268
69,43.590506585545334,-2.159055514868883,4.3092490429138932
70,38.589268598605273,0.6921080622871596,4.7036049067122523
71,40.741627386681891,0.026130509063410114,6.6344348291997939
