Assembly File,..\14nmFinFET.zam

Runs,2.1.15:thickness,2.1.9:lithography.dimensionalBias.xBias,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle
0,38.275985374629329,-0.19247979204622068,3.7238827312477309
1,37.505843537132222,1.123987384326627,4.0129964408789025
2,38.299345399393154,1.4954697092528497,4.2987545885103549
3,37.403254976767471,-0.86019467378842696,4.1637672227770439
4,38.877540666557216,-0.6599762441537399,4.0891386784651411
5,38.554016592820162,-0.28684223856629038,4.1508692777288605
6,38.221863451621289,0.46847737575821047,4.386631704460056
7,37.802397692437722,-1.0494606808552038,4.3709038080210112
8,36.809495075241678,-0.39226990061464262,4.1629450847425744
9,37.787854344992006,0.99978058169589457,3.8920005576293741
10,37.255701372836931,-0.709574004384673,4.2453565261816282
11,38.522998707196052,-0.78220372229785173,4.4218282094919763
12,37.131568714600547,-0.11229986333875108,4.0625830278664976
13,38.979273093591864,-1.6088603252636777,4.4732418268516367
14,36.391421334476213,-0.62997841472433047,4.0500873923057199
15,37.976833757735577,-1.6840040177278968,4.7660661917500633
16,36.696358384862471,0.89173162318241384,4.6959343592982243
17,35.931894855131418,-0.5594894217215115,4.3460018570852048
18,37.167099055562709,-1.7581033341014742,4.1766992381738204
19,37.624801967278259,0.63223012796643807,3.5302964640681029
20,37.06871662703589,1.0639330131699025,4.3601130725431432
21,37.191418424879508,1.2910148939775805,3.9718808256598286
22,38.015835013627786,1.0635624475653409,3.9593357987674613
23,37.426730059617086,-1.1165927004320177,4.4974067111643254
24,38.288769592062359,-1.0185329832664074,4.1991586293276226
25,36.210851889661768,1.2533467016751798,4.7918267360140305
26,37.17767935378037,0.11133219665007155,4.8722711262271989
27,38.17174961497858,-1.0087851710296909,4.1378161432197791
28,37.348898372789542,-0.66889070802701267,4.0341491699758052
29,37.97684628310617,-1.225181097124767,3.9496462401856935
30,38.206416848504809,0.48030590123393579,4.1519425582625269
31,37.114556934079204,0.058102870888468661,4.1194939352211275
32,38.638825280529645,1.0650313158624356,3.7052070224544522
33,36.002995062923844,-0.41425359772907266,4.2255645881084671
34,38.734485186468383,-3.0121345951756267,4.7439129870779713
35,38.083097376221815,0.56588695902500719,3.997262067161599
36,38.082110919991926,-1.8448963032858559,4.1015459664068414
37,37.27026813284035,-1.3660348195353724,3.9854486147945671
38,37.157040002024381,1.701755141238638,4.199858905264767
39,37.034260622077163,-0.47951994609705462,3.9174483737787011
40,37.568662869242871,1.1040955558622789,4.1493827683459035
41,36.733769064348373,-2.4288327635442859,3.9825022736472593
42,38.119330698686809,-1.2808444351554193,4.1502891515821574
43,38.847058449881146,0.98450124295606611,4.4402307469631408
44,37.499824571852123,0.68575811111011731,3.8492284795860332
45,38.804113055126479,-0.61717456725419129,4.2820868886991335
46,36.646462909908422,0.56830458755640956,4.7460963673197094
47,38.128788109532778,-0.63264401409956972,4.0274106696792904
48,38.437626579099245,-0.030421760067003756,4.8325777934569221
49,39.725085610874785,-1.1520776105443409,4.6452070091891056
50,38.618577312683435,-1.6196061037551801,4.4082020313799797
51,37.680959129642744,-0.11233223641104234,4.6559027830716255
52,35.801449748842465,-0.57693714286078324,3.9285959787231208
53,37.132225971256055,1.0156638013079187,4.1357251199466321
54,37.273187996382056,-0.92713340710626746,4.579293001419007
55,35.514483234092488,-1.0923889212450519,4.0843010887748568
56,36.254129452877088,0.84001276411114623,4.2815362897617604
57,37.726525250422974,0.12023015668161208,4.6542925740618166
58,37.332316182507867,-0.3758768968111178,4.4476134659242579
59,37.649917263431121,-0.74798785689066327,3.5633884868058923
60,36.981519416509258,-1.2272624991480838,4.03881598750477
61,38.2011815010951,-0.76917214084805319,4.4435727317499136
62,36.943205972668714,-0.32889197344587495,4.6427690738628158
63,38.114749553079079,-1.4022161227568215,4.34270710098727
64,37.45274058220906,1.1329013064905475,4.5801559015878111
65,37.70521239563508,-0.37120417558952001,3.9408111190763173
66,36.375638625606456,-2.9261254643061836,3.8205193696216329
67,37.354279259722766,-0.79354689899439146,4.2013928101495628
68,38.125925533258048,-0.4854423893696555,3.6582287753449338
69,38.883179807018173,-0.48925526089946791,4.137460407480984
70,38.665375669516806,0.3981811002360599,4.0999159508732772
71,37.514561402043462,0.077060579615573555,4.0593058939623852
72,36.445277052904537,1.2634035758913895,3.5786213194451095
73,38.383194544325747,-2.3945956592341009,4.3039318446655539
74,37.550830856331537,-1.1597849066100914,4.0343926345688113
75,38.42232067055366,-0.57993025050459979,4.118000760046753
76,38.129726826041214,-1.1528607766489127,4.2027274760720479
77,39.041165303537255,-0.29984818076573083,4.2916438158860979
78,37.750958096321142,-0.032793435023432904,4.1160030112436052
79,38.652079633185359,-0.85425242243339961,3.9332225675429253
80,39.302993440258057,0.30367258356381399,4.4933641407934681
